millis,Ngon_1,Ngon_2,Ngon_3,Ngon_4,Ngon_5,X,Y,Z,mlabel
173003,241,221,320,506,361,-8.16,-4.43,-3.3,3
173103,240,220,326,499,368,-7.65,-4.63,-3.22,3
173203,234,220,323,496,367,-7.57,-4.51,-2.94,3
173303,226,215,315,494,355,-7.34,-3.8,-3.1,3
173403,194,216,255,414,280,-8.71,-6.32,-2.08,3
173503,177,210,202,350,246,-7.14,-4.98,-1.53,0
173603,176,211,171,312,230,-7.57,-4.98,-0.39,0
173703,175,206,163,299,223,-8.94,-5.3,0.59,0
173803,174,207,163,299,224,-10.04,-5.33,1.88,0
173903,173,205,160,299,225,-9.89,-4.9,1.88,0
174003,174,209,168,303,230,-9.06,-4.71,1.33,0
174103,175,213,209,354,248,-9.26,-5.22,2.08,0
174203,176,221,262,421,272,-8.71,-6.12,0.59,3
174303,179,218,298,475,296,-7.34,-6.43,0.16,3
174403,197,222,307,495,324,-7.37,-5.06,-2.59,3
174503,206,222,311,498,332,-7.14,-4.94,-2.47,3
174603,211,218,310,496,339,-6.83,-4.31,-3.33,3
174703,224,222,312,493,350,-7.49,-4.75,-2.94,3
174803,228,217,307,493,353,-7.81,-4.55,-2.71,3
174903,225,220,309,492,351,-8.28,-4.71,-2.75,3
175003,225,222,305,489,354,-8.08,-4.28,-2.79,3
175104,224,223,301,489,351,-7.96,-4.16,-2.86,3
175203,204,217,279,449,309,-8.12,-5.02,-2.24,3
175303,182,214,219,377,281,-8.51,-6.67,-1.57,3
175404,171,211,173,317,232,-6.83,-5.92,-0.98,0
175503,172,208,157,290,218,-7.53,-5.49,-1.49,0
175603,171,206,142,279,213,-9.06,-5.53,-0.24,0
175803,171,203,139,277,212,-9.61,-5.1,0.47,0
175903,171,204,150,279,206,-9.1,-5.14,-0.24,0
176003,171,211,206,351,237,-9.45,-5.45,0.31,0
176103,173,219,252,434,269,-8.43,-5.81,-0.27,3
176203,174,202,297,476,295,-6.51,-5.69,-1.65,3
176303,187,219,311,496,327,-6.35,-5.22,-2.55,3
176403,198,220,308,502,339,-7.02,-4.28,-3.41,3
176503,205,221,307,504,348,-7.37,-4.31,-3.77,3
176603,209,218,299,500,354,-8.47,-3.53,-3.77,3
176703,211,216,294,499,356,-8.47,-3.73,-3.33,3
176803,212,215,296,496,356,-8.9,-3.84,-3.1,3
176903,212,216,292,494,355,-8.55,-3.84,-3.3,3
177003,207,215,288,489,341,-7.26,-3.18,-3.06,3
177103,189,216,263,428,287,-8.28,-5.73,-1.96,3
177203,176,215,217,375,265,-7.92,-6.35,-0.98,3
177303,173,213,179,326,239,-7.41,-6,6.98,0
177403,172,184,164,307,234,-7.37,-5.69,0.24,0
177503,170,207,162,292,223,-8.08,-4.9,-0.39,0
177603,167,206,156,285,219,-9.41,-4.59,0.2,0
177703,168,204,141,285,219,-9.89,-4.39,0.24,0
177803,168,204,154,286,219,-9.14,-4.98,0.24,0
177903,164,205,155,286,221,-8.87,-4.94,0.08,0
178003,166,205,176,319,238,-8.83,-5.18,0.31,0
178103,170,226,236,363,248,-8.98,-5.88,0.24,0
178203,172,226,286,421,268,-7.88,-5.41,-0.24,3
178304,173,231,312,461,298,-7.41,-6.12,-0.82,3
178403,185,232,314,486,322,-7.37,-5.69,-1.14,3
178503,201,233,313,495,338,-7.45,-4.63,-2.08,3
178604,205,235,314,491,344,-7.88,-4.59,-2.75,3
178703,212,229,313,498,356,-8.63,-4.63,-2.82,3
178803,214,224,310,489,371,-8.67,-3.65,-2.59,3
179003,215,223,308,481,366,-8.39,-4.24,-2.43,3
179103,215,221,306,486,364,-8.43,-4.12,-2.63,3
179203,201,224,293,470,338,-8.24,-4.04,-2,3
179303,181,219,254,395,308,-8.36,-6.28,-1.26,3
179403,173,218,206,349,251,-7.14,-5.84,-1.41,3
179503,171,214,170,311,233,-7.61,-5.18,-0.86,0
179603,170,208,160,294,223,-8.08,-5.41,-0.16,0
179703,169,209,156,287,219,-9.22,-5.18,0.43,0
179803,169,210,154,285,218,-9.92,-4.43,0.12,0
179903,168,206,156,283,217,-9.61,-4.12,-0.35,0
180003,167,205,153,283,217,-9.22,-4.2,-0.12,0
180103,168,206,154,284,217,-9.34,-4.24,-0.39,0
180203,169,212,172,311,231,-10.28,-5.06,0.24,0
180303,173,219,249,416,269,-9.18,-4.82,-0.39,3
180403,177,224,289,468,301,-8.12,-4.71,-0.78,3
180503,178,282,306,478,312,-6.86,-5.45,-1.49,3
180603,185,307,319,495,326,-6.86,-5.22,-2,3
180703,209,299,316,499,337,-7.34,-4.71,-2.86,3
180803,222,263,323,502,343,-8.59,-4.31,-2.98,3
180903,228,239,320,497,345,-9.22,-4.55,-3.1,3
181003,231,225,319,493,345,-8.98,-4.35,-2.51,3
181103,230,224,316,493,348,-8.39,-4.24,-2.55,3
181203,230,224,324,493,345,-8.51,-4.71,-2.31,3
181303,231,222,321,493,348,-8.16,-4.2,-2.51,3
181403,228,226,316,489,344,-8.2,-4.16,-2.71,3
181504,218,225,310,484,332,-7.92,-2.51,-2.67,3
181603,191,212,242,398,266,-9.38,-5.96,-1.84,3
181703,176,214,185,333,235,-8.12,-5.69,-1.45,0
181804,174,208,162,301,221,-8.12,-5.26,-0.94,0
181903,173,208,157,294,218,-8.51,-4.79,-1.02,0
182003,175,206,157,292,221,-9.26,-4.55,0.2,0
182203,174,202,158,296,225,-10.2,-5.14,0.04,0
182303,175,208,234,362,243,-9.45,-4.71,0.67,0
182403,180,218,291,455,275,-9.38,-4.94,0.2,3
182503,187,217,308,484,301,-7.96,-5.02,-1.53,3
182603,206,219,316,500,323,-7.49,-5.06,-2.47,3
182703,217,217,315,499,339,-7.02,-4.67,-2.55,3
182803,222,215,309,496,353,-7.53,-4.2,-2.98,3
182903,224,214,309,495,363,-8.16,-3.53,-2.98,3
183003,225,214,310,493,369,-8.87,-3.3,-2.79,3
183103,224,213,307,491,367,-8.63,-3.33,-2.86,3
183203,222,213,306,489,367,-8.63,-3.53,-2.75,3
183303,222,213,303,492,364,-8.55,-3.53,-2.98,3
183403,220,213,302,486,356,-8.08,-3.73,-2.94,3
183503,207,211,282,457,327,-6.94,-3.92,-2.59,3
183603,183,211,227,392,264,-8.51,-5.84,-1.45,3
183703,173,210,182,327,239,-7.65,-5.81,-1.22,0
183803,172,206,160,294,212,-7.49,-5.14,-1.92,0
183903,171,206,154,282,213,-8.67,-4.82,-1.22,0
184003,170,205,152,277,208,-8.94,-4.63,-1.02,0
184103,169,204,152,275,207,-9.45,-4.24,-1.02,0
184203,169,203,151,275,207,-9.06,-3.84,-1.06,0
184303,169,202,139,274,207,-8.9,-3.53,-1.22,0
184403,169,203,152,274,207,-8.75,-3.69,-1.14,0
184503,168,204,151,274,207,-9.06,-3.84,-0.86,0
184603,168,204,150,275,209,-9.53,-4.08,-0.86,0
184704,169,204,153,279,211,-9.38,-4.16,-0.67,0
184803,170,212,209,326,227,-8.71,-5.1,-0.75,0
184903,171,243,290,431,309,-7.81,-4.79,-1.22,3
185004,171,245,314,481,372,-7.26,-5.26,-2.39,3
185103,194,235,300,492,366,-7.61,-5.84,-1.73,3
185203,211,225,306,493,374,-7.37,-4.67,-2.55,3
185403,224,216,303,489,381,-9.26,-4.2,-2.82,3
185503,222,214,304,488,380,-8.47,-4.2,-2.63,3
185603,220,215,297,486,379,-8.55,-4.71,-2.47,3
185703,218,213,301,482,379,-8.28,-4.24,-2.59,3
185803,218,215,302,482,377,-8.24,-4.39,-2.51,3
185903,214,214,301,482,376,-7.96,-4.2,-2.79,3
186003,194,211,274,422,328,-6.59,-3.57,-2.82,3
186103,169,213,208,339,259,-7.77,-5.1,-1.26,3
186203,168,210,168,299,223,-7.53,-4.9,-1.73,0
186303,168,208,153,281,212,-9.22,-4.59,-1.45,0
186403,167,205,151,276,208,-8.59,-4,-0.51,0
186503,167,204,153,275,208,-9.65,-4.47,-0.24,0
186603,165,203,150,274,207,-9.34,-4.2,-0.59,0
186703,165,204,149,275,208,-9.57,-4,-0.39,0
186803,165,204,157,281,212,-10.12,-4.63,-0.39,0
186903,170,211,221,365,240,-9.41,-5.1,0.04,0
187003,172,213,276,453,280,-8.08,-4.71,-0.55,3
187103,175,214,306,504,332,-7.1,-4.86,-1.84,3
187203,191,215,308,503,343,-7.61,-5.1,-1.37,3
187303,211,213,306,501,349,-7.96,-4.51,-2.35,3
187403,228,212,304,495,359,-9.06,-3.49,-2.86,3
187503,230,212,309,495,369,-9.34,-2.82,-3.02,3
187603,229,210,307,497,370,-8.98,-3.69,-2.63,3
187703,227,213,307,490,370,-8.59,-3.84,-2.28,3
187803,226,212,306,491,370,-8.43,-3.8,-2.04,3
187904,225,211,306,489,369,-8.79,-3.8,-2.39,3
188003,223,220,302,487,365,-8.75,-3.22,-2.75,3
188103,195,210,275,447,324,-8.87,-3.45,-2.12,3
188204,172,210,204,366,313,-8.63,-5.22,-1.65,3
188303,168,209,166,311,228,-7.73,-4.71,-1.69,0
188403,168,207,156,287,216,-7.18,-4.51,-1.61,0
188603,161,203,153,277,211,-9.81,-4.67,-0.12,0
188703,164,203,149,277,210,-9.85,-4.39,0.04,0
188803,165,203,152,275,210,-9.53,-3.84,0.04,0
188903,167,206,155,281,214,-9.69,-4.35,0.08,0
